15.6,-0.00950317409863,0.250340891748,0.00057175703308
17.4,-0.0640856569133,0.247836921021,0.000123384410992
17.8,-0.0793129000599,0.179500369381,5.58569264135e-05
18.1,-0.100616323601,0.152728006585,0.000160576681533
19.9,-0.0572976555624,0.0669053276915,0.000232794208423
21.9,-0.118004810142,0.0989274030268,0.000230557675997
23.6,-0.0759646234052,0.140353704751,0.000347122557054
26.3,-0.0794196626114,0.293978362196,0.000254660434072
28.1,-0.10070064152,0.272198326504,0.000425311111988
28.6,-0.0465208809985,0.262626898451,0.000890702987375
32.2,0.255752702333,0.241830935067,-0.000157468435537
32.4,0.195390848437,0.1452108926,0.000177068645855
35.0,0.116966745943,0.19410045369,0.000453082164674
41.9,0.116035836764,0.270350410385,0.000415860217557
43.0,0.125369611889,0.271901134778,0.000438077422149
43.1,0.129596764544,0.274571801329,0.000438077422149
46.5,0.156241822817,0.125630031411,0.000621010944181
46.8,0.169789698957,0.119187895876,0.000621010944181
47.7,0.130346782037,0.175981727363,2.82030377566e-05
48.4,0.161958493029,0.160950077781,2.82030377566e-05
48.5,0.166474451743,0.158802699269,2.82030377566e-05
48.7,0.144893694744,0.185829053904,0.000457850691587
51.1,0.174953029018,0.181580444178,0.000951415015135
52.3,0.169578956619,0.174831723976,0.000856538049447
54.1,0.152260154734,0.203415175944,0.00231441354178
54.7,0.105908372413,0.187357490848,0.000890689120539
59.1,0.160158872406,0.217099840329,0.00137360091276
60.6,0.127746892262,0.186579222691,0.000536501994474
62.2,0.0791595425966,0.189169314941,-0.000161659597579
68.0,0.0982197960046,0.155691040924,0.000571812198747
68.3,0.113027669295,0.15808884348,0.000571812198747
69.0,0.14757937364,0.163683716112,0.000571812198747
69.5,0.0265694329704,0.153561176821,-2.430920585e-05
70.6,0.0565815591775,0.133369496948,0.00108386219567
71.9,0.146040642872,0.148663187188,0.000941249830594
76.8,0.102842735806,0.151773478852,0.00028235071936
78.8,0.140371262455,0.121109226646,0.000919865785838
80.5,0.113077698518,0.119158126561,0.000690269700367
81.4,0.15750131839,0.12635153423,0.000690269700367
82.4,0.161878718321,0.107430789861,0.00106001909909
82.7,0.176686591612,0.109828592417,0.00106001909909
84.4,0.203413921463,0.108883992924,0.00108172621743
86.9,0.150817610366,0.0531592673779,0.00117234526235
89.8,0.0905318874089,0.117374745241,-0.000122407188484
90.3,0.115283275629,0.113844700296,-0.000122407188484
93.4,-0.0934225313009,-0.0241437673084,-0.000160070954585
94.3,-0.149989442889,-0.0341993411623,-0.000264790709704
94.9,-0.173268027762,-0.0531425303517,-0.000264790709704
97.9,-0.0290001014771,-0.0151260598812,0.000457653684125
112.2,0.0153459834813,0.0750499577297,0.00042809741258
132.4,0.00162581532599,0.189979785748,0.000498661838103
